price,link,longitude,baths,date,contentLen,size,postDate,CraigID,area,title,coord,beds,updateDate,latitude,numPic,zipcode
1150,/see/apa/4749772040.html,-122.317593,1,10-Nov,25,570,2014-11-06T17:26:10-0800,4749772040, (5029 Roosevelt Way NE ),"UW 7 blocks to U. Large 1 bed. University District. Free Wifi $1,150","47.665806, -122.317593",1,2014-11-10T20:47:09-0800,47.665806,16,98105
975,/see/apa/4746318223.html,-122.344739,1,10-Nov,8,570,2014-11-04T13:44:35-0800,4746318223,,BEAUTIFUL COZY STUDIO + DEN AVAILABLE 11/13/14,"47.712520, -122.344739",1,2014-11-10T12:41:19-0800,47.71252,6,98133
1495,/see/apa/4755598223.html,-122.323945,1,10-Nov,4,569,2014-11-10T15:42:29-0800,4755598223, (Capitol Hill),XL Studios avail NOW in this Stunning NEW community! Call TODAY!!,"47.619992, -122.323945",0.5,2014-11-10T15:42:29-0800,47.619992,15,98102
1650,/see/apa/4714732768.html,-122.323094,1,10-Nov,23,560,2014-10-14T14:13:19-0700,4714732768, (1314 Spring St. First Hill Capitol Hill),"LOFT, Corner Deck, Fireplace, W/D, RENT SPECIAL! >","47.611277, -122.323094",1,2014-11-10T13:57:08-0800,47.611277,24,98101
1550,/see/apa/4755716356.html,-122.328708,1,10-Nov,20,555,2014-11-10T17:10:47-0800,4755716356, (Capitol Hill),Modern Apartments. Slick Design. Killer Location.,"47.614582, -122.328708",0.5,2014-11-10T17:10:47-0800,47.614582,10,98101
1525,/see/apa/4755715733.html,-122.313831,1,10-Nov,9,555,2014-11-10T17:10:17-0800,4755715733, (capitol hill),Live on Union Street and have access to the best of Capitol Hill,"47.613120, -122.313831",0.5,2014-11-10T17:10:17-0800,47.61312,12,98122
1525,/see/apa/4755721728.html,-122.307497,1,10-Nov,13,555,2014-11-10T17:14:56-0800,4755721728, (capitol hill),Studio on 14th and Union. Get Rest of the Month Free!,"47.610604, -122.307497",0.5,2014-11-10T17:14:56-0800,47.610604,12,98122
1395,/see/apa/4755727185.html,-122.313831,1,10-Nov,22,555,2014-11-10T17:19:15-0800,4755727185, (capitol hill),Get the rest of the month free in this Studio at the Chloe!,"47.613120, -122.313831",0.5,2014-11-10T17:19:15-0800,47.61312,12,98122
1075,/see/apa/4755513122.html,-122.314188,1,10-Nov,20,552,2014-11-10T14:44:36-0800,4755513122, (University District / U-district), Large Studio. Free rent November & December! ,"47.659820, -122.314188",0.5,2014-11-10T14:44:37-0800,47.65982,5,98105
1660,/see/apa/4755206763.html,-122.340254,1,10-Nov,4,550,2014-11-10T11:49:00-0800,4755206763, (Ferris Wheel/Pike Place Market),"TOP FLOOR, W/D, BALCONY, GREAT LOCATION!!","47.607444, -122.340254",1,2014-11-10T11:49:00-0800,47.607444,7,98104
1145,/see/apa/4744500530.html,-122.352097,1,10-Nov,32,550,2014-11-03T11:47:25-0800,4744500530, (Fremont),1 Bedroom In The Heart Of Fremont,"47.654120, -122.352097",1,2014-11-10T11:19:54-0800,47.65412,6,98103
865,/see/apa/4755094917.html,-122.335725,1,10-Nov,26,547,2014-11-10T10:51:39-0800,4755094917, (Highland Park Neighborhood),Active Adult Community in West Seattle! Come Join the Fun!,"47.520302, -122.335725",1,2014-11-10T10:51:39-0800,47.520302,9,98106
1725,/see/apa/4744944755.html,-122.328601,1,10-Nov,8,545,2014-11-03T16:14:43-0800,4744944755, (Capitol Hill),"NO BREED RESTRICTIONS, perfect downtown location!","47.614409, -122.328601",1,2014-11-10T18:18:08-0800,47.614409,8,98101
1450,/see/apa/4744588829.html,-122.328687,1,10-Nov,16,544,2014-11-03T12:34:16-0800,4744588829, (Capitol Hill),Free Yourself from Rush Hour,"47.614510, -122.328687",0.5,2014-11-10T16:37:45-0800,47.61451,9,98101
1200,/see/apa/4750758056.html,-122.315812,1,10-Nov,9,540,2014-11-07T11:11:34-0800,4750758056, (Capitol Hill),Spacious apartment at Center of the Universe,"47.616376, -122.315812",1,2014-11-10T12:53:25-0800,47.616376,3,98122
1525,/see/apa/4755779692.html,-122.350811,1,10-Nov,11,537,2014-11-10T18:02:01-0800,4755779692, (Seattle wa),$$$Free Fitbit or Gopro with move-in$$$ Studio in Heart of Fremont,"47.649900, -122.350811",0.5,2014-11-11T11:30:18-0800,47.6499,8,98109
1475,/see/apa/4734308100.html,-122.320768,1,10-Nov,9,536,2014-10-27T13:19:58-0700,4734308100, (First Hill),We have high end spacious studios! Hurry in they go fast! ,"47.622237, -122.320768",0.5,2014-11-10T17:08:21-0800,47.622237,3,98102
1325,/see/apa/4751577815.html,-122.377503,1,10-Nov,21,535,2014-11-07T22:45:40-0800,4751577815, (Ballard),"COZY 1 br/1ba, BRAND NEW Kitchen & Bath, GREAT Ballard Location","47.665951, -122.377503",1,2014-11-10T18:23:24-0800,47.665951,7,98107
1475,/see/apa/4755644618.html,-122.326755,1,10-Nov,4,531,2014-11-10T16:16:31-0800,4755644618, (Capitol Hill),✯Winner winner chicken dinner! Top floor Studio Avail DEC!✯,"47.615622, -122.326755",0.5,2014-11-10T16:16:31-0800,47.615622,8,98101
1547,/see/apa/4741977689.html,-122.275,1,10-Nov,41,528,2014-11-01T15:46:36-0700,4741977689, (Seattle),Apt 406 Fantastic Neighborhood! Great unique apartment ameneties!!!,"47.541200, -122.275000",1,2014-11-10T13:53:20-0800,47.5412,4,98118
1412,/see/apa/4744485909.html,-122.275,1,10-Nov,31,528,2014-11-03T11:39:55-0800,4744485909, (Seattle),Urban 1 Bedroom MFTE Apt 305! Utitilies Included. ,"47.541200, -122.275000",1,2014-11-10T11:59:27-0800,47.5412,4,98118
1412,/see/apa/4751036441.html,-122.275,1,10-Nov,30,528,2014-11-07T13:48:59-0800,4751036441, (columbia city),Apt 206! Wonderful View Of Skyline! 24 HR Gym! 24 HR Lounge! ,"47.541200, -122.275000",1,2014-11-10T11:59:08-0800,47.5412,4,98118
1325,/see/apa/4755396050.html,-122.355573,1,10-Nov,34,528,2014-11-10T13:33:29-0800,4755396050, (Greenwood/North Seattle),What A Gorgeous Home! Open 1 Bedroom! $99 to Move In!,"47.702484, -122.355573",0.5,2014-11-10T13:33:29-0800,47.702484,10,98117
1368,/see/apa/4755730172.html,-122.365363,1,10-Nov,7,526,2014-11-10T17:21:34-0800,4755730172," (Seattle, WA)","Brand New, Modern apartment homes. Lease today and receive 1 mo. FREE","47.624418, -122.365363",1,2014-11-10T17:21:34-0800,47.624418,12,98119
1385,/see/apa/4755822814.html,-122.346528,1,10-Nov,22,525,2014-11-10T18:39:40-0800,4755822814," (Seattle, Fremont, Greenlake, Ballard)",Beautiful 1x1 Apt available December | Fireplace | Balcony,"47.649259, -122.346528",1,2014-11-10T18:39:40-0800,47.649259,4,98109
1195,/see/apa/4746446950.html,-122.323037,1,10-Nov,24,525,2014-11-04T15:05:45-0800,4746446950, (Capitol Hill),Great 1 Bedroom Close to Broadway!,"47.623565, -122.323037",1,2014-11-10T12:03:06-0800,47.623565,7,98102
1550,/see/apa/4755242369.html,-122.317894,1,10-Nov,13,524,2014-11-10T12:07:29-0800,4755242369, (Furnished Units here at VIVA. call for p),Furnished Units here at VIVA. call for pricing.,"47.613120, -122.317894",0.5,2014-11-10T12:07:29-0800,47.61312,2,98122
1350,/see/apa/4737313098.html,-122.319117,1,10-Nov,15,524,2014-10-29T11:19:28-0700,4737313098," (Capitol Hill, First Hill, Downtown)",One bedroom facing Pike St available in Capitol Hill!,"47.614220, -122.319117",1,2014-11-10T11:44:56-0800,47.61422,14,98122
1315,/see/apa/4755062457.html,-122.322921,1,10-Nov,17,521,2014-11-10T10:35:36-0800,4755062457, (Northgate),Be the envy of your friends in your new apartment!,"47.708628, -122.322921",1,2014-11-10T10:35:36-0800,47.708628,4,98125
1295,/see/apa/4720433483.html,-122.320426,1,10-Nov,22,520,2014-10-18T09:18:37-0700,4720433483, (Capitol Hill),Newly Renovated 1br Capitol Hill Hardwoods SS Appliances & More!,"47.628886, -122.320426",1,2014-11-10T18:20:23-0800,47.628886,19,98102
1302,/see/apa/4755601612.html,-122.380131,1,10-Nov,69,518,2014-11-10T15:44:54-0800,4755601612, (west seattle),Available November 14th!! Awesome Price for Low Income!! Call for Info,"47.562671, -122.380131",1,2014-11-10T15:44:54-0800,47.562671,6,98126
1350,/see/apa/4755397496.html,-122.332134,1,10-Nov,37,514,2014-11-10T13:34:19-0800,4755397496, (Seattle),Highly Rated NEW Community! Move in Specials!,"47.596961, -122.332134",0.5,2014-11-10T13:34:19-0800,47.596961,22,98104
1531,/see/apa/4755346448.html,-122.342737,1,10-Nov,63,512,2014-11-10T13:04:33-0800,4755346448," (Dexter Ave, South Lake Union)",Endless adventures await you when you become a resident,"47.626717, -122.342737",1,2014-11-10T13:04:33-0800,47.626717,21,98109
1462,/see/apa/4755305405.html,-122.352505,1,10-Nov,31,510,2014-11-10T12:41:24-0800,4755305405, (Belltown),"Just steps from Pike Place Market, Westlake Center","47.616940, -122.352505",0.5,2014-11-11T09:32:22-0800,47.61694,5,98121
1490,/see/apa/4755717372.html,-122.342682,1,10-Nov,45,508,2014-11-10T17:11:33-0800,4755717372, (Seattle),"Gaming room, pet friendly, SLU location!!!","47.626080, -122.342682",0.5,2014-11-10T17:11:33-0800,47.62608,10,98109
1325,/see/apa/4713168798.html,-122.280036,1,10-Nov,21,505,2014-10-13T15:07:13-0700,4713168798," (Madison Park, Leschi, Washington Park)","**LAST ONE LEFT** Gorgeous, remodeled vintage studios!","47.633465, -122.280036",0.5,2014-11-10T11:45:02-0800,47.633465,7,98112
1502,/see/apa/4755117946.html,-122.345338,1,10-Nov,45,504,2014-11-10T11:03:20-0800,4755117946," (Seattle, WA)",Studio apartment in the heart of Belltown! Downtown and Ocean views! ,"47.617520, -122.345338",0.5,2014-11-10T11:03:20-0800,47.61752,24,98121
1199,/see/apa/4755403787.html,-122.355339,1,10-Nov,36,502,2014-11-10T13:38:01-0800,4755403787," (Shoreline, Greenwood, North Seattle, Ballard)",Gorgeous Open 1 Bedroom w/ November Rent Free!,"47.700120, -122.355339",1,2014-11-10T13:38:01-0800,47.70012,2,98117
1299,/see/apa/4755807047.html,-122.346528,1,10-Nov,26,500,2014-11-10T18:25:45-0800,4755807047," (Seattle, Fremont, Greenlake, SLU)",Stunning studio at REDUCED PRICE! $1299 | Nov. Rent FREE,"47.649259, -122.346528",0.5,2014-11-10T18:25:45-0800,47.649259,7,98109
1295,/see/apa/4756033269.html,-122.316437,1,10-Nov,3,500,2014-11-10T23:43:38-0800,4756033269, (UW /U District),★★100 Walk Score Furnished 3 blocks to UW All Included,"47.657880, -122.316437",2,2014-11-11T00:07:49-0800,47.65788,5,98105
1295,/see/apa/4755569207.html,-122.330037,1,10-Nov,16,500,2014-11-10T15:22:09-0800,4755569207, (Capitol Hill/Downtown),1 Bedroom Apartment For Rent with Parking!,"47.611820, -122.330037",1,2014-11-10T15:37:38-0800,47.61182,5,98101
1250,/see/apa/4740451868.html,-122.326519,1,10-Nov,12,500,2014-10-31T12:59:52-0700,4740451868, (411 Bellevue E St.),+ Charming Studio in the heart of Capitol Hill +,"47.622404, -122.326519",0.5,2014-11-10T14:13:02-0800,47.622404,4,98102
1245,/see/apa/4756030355.html,-122.314374,1,10-Nov,2,500,2014-11-10T23:34:37-0800,4756030355, (3 blocks to UW), ★★ UW furnished large furnished 1 bdr/Studio Great Deal All includ,"47.661558, -122.314374",1,2014-11-10T23:34:37-0800,47.661558,13,98105
1195,/see/apa/4750804368.html,-122.319902,1,10-Nov,3,500,2014-11-07T11:36:07-0800,4750804368, (811 NE 67th St.),GREENLAKE / ROOSEVELT TRI-PLEX UNIT,"47.677120, -122.319902",1,2014-11-10T12:22:04-0800,47.67712,8,98115
1175,/see/apa/4741314746.html,-122.35347,1,10-Nov,38,500,2014-11-01T08:48:41-0700,4741314746, (Lower Queen Anne),"Courtyard, Common Sun deck, no street noise","47.626399, -122.353470",1,2014-11-10T14:59:49-0800,47.626399,9,98109
995,/see/apa/4741684045.html,-122.314237,1,10-Nov,2,500,2014-11-01T12:24:35-0700,4741684045, (3 blocks to UW), ★★ Great Deal! UW large intercom Studio own Kitchen and bath,"47.661320, -122.314237",0.5,2014-11-10T21:01:58-0800,47.66132,11,98105
995,/see/apa/4755487839.html,-122.347238,1,10-Nov,27,500,2014-11-10T14:28:32-0800,4755487839, (Seattle),Queen Anne Fourplex,"47.643520, -122.347238",1,2014-11-11T11:57:52-0800,47.64352,5,98109
950,/see/apa/4755939753.html,-122.333944,1,10-Nov,8,500,2014-11-10T20:42:09-0800,4755939753, (Pioneer Square),FANTASTIC Pioneer Square apt/loft style/high ceilings/brick*****,"47.600101, -122.333944",0.5,2014-11-10T20:42:09-0800,47.600101,5,98104
1100,/see/apa/4738943095.html,-122.342849,1,10-Nov,27,494,2014-10-30T12:18:09-0700,4738943095,,*****Near Seattle Golf Club and other Entertainment,"47.739092, -122.342849",0.5,2014-11-10T12:35:36-0800,47.739092,5,98133
1100,/see/apa/4749158701.html,-122.342806,1,10-Nov,28,494,2014-11-06T10:54:07-0800,4749158701," (Seattle, Ballard, Shoreline)",***Pet Friendly - Move In December 1st!!,"47.739092, -122.342806",0.5,2014-11-10T12:36:31-0800,47.739092,5,98133
1550,/see/apa/4755672074.html,-122.319537,1,10-Nov,8,491,2014-11-10T16:36:58-0800,4755672074, (Capitol Hill),"Studio, 1 And 2 Bedroom Homes Available **$1K Special!**","47.620277, -122.319537",0.5,2014-11-10T16:36:58-0800,47.620277,6,98102
1550,/see/apa/4755498277.html,-122.319911,1,10-Nov,12,491,2014-11-10T14:35:06-0800,4755498277, (Capitol Hill),$1000 Move In Special On This AWESOME Studio On Capitol Hill!!!!,"47.620339, -122.319911",0.5,2014-11-10T16:28:26-0800,47.620339,7,98102
1509,/see/apa/4755307268.html,-122.322168,1,10-Nov,5,490,2014-11-10T12:42:26-0800,4755307268," (Seattle, WA)",Leaves Aren't The Only Thing Falling! Rents starting at $1509,"47.619257, -122.322168",0.5,2014-11-10T12:42:26-0800,47.619257,5,98102
1360,/see/apa/4755150195.html,-122.327833,1,10-Nov,16,489,2014-11-10T11:19:57-0800,4755150195," (Seattle, Capitol Hill, 1st Hill)",No Deposit! Free Parking! Hurry In For This Spacious Studio!,"47.607692, -122.327833",0.5,2014-11-10T11:23:07-0800,47.607692,7,98104
1150,/see/apa/4745901171.html,-122.3022,1,10-Nov,30,485,2014-11-04T09:58:03-0800,4745901171, (U-District),"The Perfect Apartment: Accessible, but Quiet!","47.663300, -122.302200",1,2014-11-10T12:25:16-0800,47.6633,6,98105
1075,/see/apa/4755530285.html,-122.321749,1,10-Nov,11,483,2014-11-10T14:55:50-0800,4755530285, (Eastlake ), Beautiful Studio. Move-in Special ,"47.650542, -122.321749",0.5,2014-11-10T14:55:50-0800,47.650542,7,98102
1300,/see/apa/4755353171.html,-122.3763,1,10-Nov,29,477,2014-11-10T13:08:29-0800,4755353171, (Ballard),WONDERFUL STUDIO AVAILABLE NEAR DOWNTOWN SEATTLE,"47.670100, -122.376300",0.5,2014-11-10T13:08:29-0800,47.6701,3,98107
1190,/see/apa/4755063221.html,-122.322921,1,10-Nov,26,476,2014-11-10T10:35:57-0800,4755063221, (Northgate),"Versatile studio layout, incredible new building!","47.708628, -122.322921",0.5,2014-11-10T10:35:57-0800,47.708628,3,98125
1395,/see/apa/4751208623.html,-122.314396,1,10-Nov,3,475,2014-11-07T15:43:25-0800,4751208623, (UW /U District),★★All Included For Two Clean Furnished short walk to UW ,"47.661659, -122.314396",1,2014-11-10T20:59:44-0800,47.661659,8,98105
930,/see/apa/4755810951.html,-122.3431,1,10-Nov,1,474,2014-11-10T18:29:04-0800,4755810951, (North Seattle -bitter lake),1 cozy bedroom!! Available now! We pay W/G/S,"47.737700, -122.343100",0.5,2014-11-10T18:29:04-0800,47.7377,5,98133
1463,/see/apa/4734390276.html,-122.342581,1,10-Nov,31,473,2014-10-27T14:06:10-0700,4734390276, (Wallingford/Fremont),Studio with tons of natural light!,"47.659542, -122.342581",0.5,2014-11-10T16:33:58-0800,47.659542,8,98103
1415,/see/apa/4755155459.html,-122.3022,1,10-Nov,36,472,2014-11-10T11:22:45-0800,4755155459, (Seattle),LAVISH STUDIO IN THE UNIVERSITY DISTRICT WITH A ROOFTOP DECK!,"47.663300, -122.302200",0.5,2014-11-10T11:22:45-0800,47.6633,4,98105
1306,/see/apa/4755498912.html,-122.37664,1,10-Nov,25,472,2014-11-10T14:35:30-0800,4755498912, (Ballard),"Unique alcove floor plan available! 1 Month FREE, $50 to hold!","47.686952, -122.376640",1,2014-11-10T14:35:30-0800,47.686952,5,98117
1150,/see/apa/4740368680.html,-122.315716,1,10-Nov,48,470,2014-10-31T12:05:57-0700,4740368680, (Capitol Hill),Charming Studio Apartments in Classic Brick Building,"47.618625, -122.315716",0.5,2014-11-10T13:47:24-0800,47.618625,4,98122
1373,/see/apa/4755611705.html,-122.322168,1,10-Nov,4,468,2014-11-10T15:52:10-0800,4755611705," (Seattle, WA)",Come see what makes us exceptional.,"47.619257, -122.322168",0.5,2014-11-10T15:52:10-0800,47.619257,5,98102
1449,/see/apa/4755173129.html,-122.347567,1,10-Nov,24,458,2014-11-10T11:31:49-0800,4755173129, (Lower Queen Anne),Spacious Brand New Studio Available! 1 Month Free!,"47.620133, -122.347567",0.5,2014-11-10T11:31:49-0800,47.620133,5,98121
1434,/see/apa/4755702043.html,-122.354758,1,10-Nov,32,458,2014-11-10T16:59:33-0800,4755702043," (Queen Anne, Uptown)","Très chic studio for immediate move-in, top floor, personal balcony","47.623463, -122.354758",0.5,2014-11-10T16:59:33-0800,47.623463,2,98109
1239,/see/apa/4755631286.html,-122.376639,1,10-Nov,32,455,2014-11-10T16:06:27-0800,4755631286, (Ballard-Market Street),Elegant And Spaciously Designed Studio! 24 Hour Fitness Center,"47.668620, -122.376639",0.5,2014-11-10T16:06:27-0800,47.66862,4,98107
1125,/see/apa/4755376956.html,-122.376537,1,10-Nov,12,454,2014-11-10T13:22:20-0800,4755376956, (Ballard),South Facing Studio W/Large Deck - Heart Of Ballard,"47.667801, -122.376537",0.5,2014-11-10T13:22:20-0800,47.667801,12,98107
1595,/see/apa/4755288553.html,-122.348943,1,10-Nov,12,452,2014-11-10T12:32:11-0800,4755288553, (Belltown),"Luxury Interiors, Sleek Euro-style Kitchens, Cork Flooring throughout ","47.616853, -122.348943",0.5,2014-11-10T12:32:11-0800,47.616853,18,98121
1300,/see/apa/4730152718.html,-122.323094,1,10-Nov,18,451,2014-10-24T13:57:23-0700,4730152718, (1314 Spring St. First Hill Capitol Hill),"Studio with W/D, covered balcony & RENT SPECIAL!","47.611277, -122.323094",0.5,2014-11-10T13:57:38-0800,47.611277,14,98101
1500,/see/apa/4755377919.html,-122.326519,1,10-Nov,4,450,2014-11-10T13:22:55-0800,4755377919, (Capitol Hill),Open 1 Bedrooms in chic new building in Capitol Hill,"47.622404, -122.326519",1,2014-11-10T13:22:55-0800,47.622404,7,98102
1300,/see/apa/4717477733.html,-122.308393,1,10-Nov,7,450,2014-10-16T10:24:56-0700,4717477733, (Seattle),Enjoy Dog Park Mountain to Sound Trail- Cozy 2nd flr Studio,"47.593529, -122.308393",0.5,2014-11-10T12:11:15-0800,47.593529,4,98144
975,/see/apa/4750964360.html,-122.326819,1,10-Nov,1,450,2014-11-07T13:06:08-0800,4750964360, (Capitol Hill),Classic Brick,"47.618067, -122.326819",0.5,2014-11-10T12:35:15-0800,47.618067,0,98101
955,/see/apa/4749063711.html,-122.375636,1,10-Nov,35,450,2014-11-06T10:04:09-0800,4749063711, (Ballard),One Bedroom Centrally Located In Ballard!,"47.679580, -122.375636",1,2014-11-10T11:19:41-0800,47.67958,9,98117
925,/see/apa/4755660438.html,-122.342935,1,10-Nov,5,450,2014-11-10T16:28:21-0800,4755660438, (4th & Bell),Large Studio in Belltown!,"47.614965, -122.342935",0.5,2014-11-10T16:28:21-0800,47.614965,0,98121
925,/see/apa/4755148781.html,-122.342935,1,10-Nov,3,450,2014-11-10T11:19:13-0800,4755148781, (Belltown),Vintage Studio in the Heart of Belltown!,"47.614965, -122.342935",0.5,2014-11-10T11:19:13-0800,47.614965,0,98121
1200,/see/apa/4755398716.html,-122.355702,1,10-Nov,32,447,2014-11-10T13:35:03-0800,4755398716," (North Seattle, Shoreline, Fremont, Ballard, Greenwood)",Bright Studio with Great View! ,"47.702903, -122.355702",0.5,2014-11-10T13:35:03-0800,47.702903,6,98117
1275,/see/apa/4755528783.html,-122.342741,1,10-Nov,28,440,2014-11-10T14:54:50-0800,4755528783, (Belltown),◄◄ Belltown Studio with Great Open Floorplan ►►,"47.614684, -122.342741",0.5,2014-11-10T14:55:55-0800,47.614684,4,98121
1345,/see/apa/4755256440.html,-122.319876,1,10-Nov,49,429,2014-11-10T12:14:57-0800,4755256440, (U District),"Brand New Community, Stunning Floor Plan, Downtown Seattle","47.662344, -122.319876",0.5,2014-11-10T12:14:57-0800,47.662344,16,98105
1245,/see/apa/4745038413.html,-122.353063,1,10-Nov,22,426,2014-11-03T17:26:36-0800,4745038413, (Queen Anne),Beautiful Spacious Studio in Classic Queen Anne Victorian Hardwoods,"47.625777, -122.353063",0.5,2014-11-10T18:21:33-0800,47.625777,10,98109
1309,/see/apa/4749096570.html,-122.327837,1,10-Nov,13,425,2014-11-06T10:21:27-0800,4749096570, (Seattle/1st Hill),Moving this month? An awesome studio available now!,"47.612820, -122.327837",0.5,2014-11-10T12:44:15-0800,47.61282,6,98101
950,/see/apa/4755151000.html,-122.342935,1,10-Nov,6,425,2014-11-10T11:20:23-0800,4755151000, (Belltown),"Location, Location, Location!!","47.614965, -122.342935",0.5,2014-11-10T11:20:23-0800,47.614965,2,98121
1445,/see/apa/4755197074.html,-122.35184,1,10-Nov,4,415,2014-11-10T11:44:02-0800,4755197074,,The Studio Features A Versatile Living Space,"47.639272, -122.351840",0.5,2014-11-10T11:44:02-0800,47.639272,7,98109
1315,/see/apa/4756037885.html,-122.2968,1,10-Nov,8,408,2014-11-10T23:58:52-0800,4756037885, (Roosevelt/ Greenlake),Beautiful New Sunny Studio,"47.684900, -122.296800",0.5,2014-11-10T23:58:52-0800,47.6849,5,98115
1109,/see/apa/4755342578.html,-122.325285,1,10-Nov,6,406,2014-11-10T13:02:23-0800,4755342578," (Seattle, Eastlake, South Lake Union)",We've got your perfect studio w/ lake view available NOW! Tour Today!,"47.634019, -122.325285",0.5,2014-11-10T13:02:23-0800,47.634019,0,98102
1202,/see/apa/4755076061.html,-122.376472,1,10-Nov,25,404,2014-11-10T10:42:17-0800,4755076061, (Ballard),Get Out Of The Rain And In To This Beautiful Alcove! $99 Moves You In!,"47.676520, -122.376472",0.5,2014-11-10T10:42:17-0800,47.67652,9,98107
1255,/see/apa/4755228458.html,-122.34272,1,10-Nov,5,400,2014-11-10T12:00:10-0800,4755228458, (Belltown),Fall Into Downtown Living! Studios at The Shelby!,"47.614705, -122.342720",0.5,2014-11-10T12:00:10-0800,47.614705,5,98121
1150,/see/apa/4756027756.html,-122.314237,1,10-Nov,2,400,2014-11-10T23:26:45-0800,4756027756, (3 blocks to UW),So Clean Studio Furnished All included Short Walk to UW,"47.661320, -122.314237",0.5,2014-11-10T23:26:45-0800,47.66132,6,98105
1045,/see/apa/4755937279.html,-122.326537,1,10-Nov,32,400,2014-11-10T20:39:01-0800,4755937279, (First Hill),Pet friendly/spacious/huge closet/convenient location,"47.607820, -122.326537",0.5,2014-11-10T20:43:03-0800,47.60782,6,98104
905,/see/apa/4728536373.html,-122.3426,1,10-Nov,7,400,2014-10-23T13:09:14-0700,4728536373, (seattle),Gorgeous Studio For Rent at Midvale Apartments!!!,"47.673400, -122.342600",0.5,2014-11-10T13:56:30-0800,47.6734,5,98103
830,/see/apa/4755795125.html,-122.347473,1,10-Nov,3,392,2014-11-10T18:15:18-0800,4755795125," ((North Seattle, Bitter Lake))",Stylish Studio! Available 12/15!!! We pay W/G/S!,"47.732122, -122.347473",0.5,2014-11-11T10:28:53-0800,47.732122,6,98133
850,/see/apa/4746267242.html,-122.361939,1,10-Nov,7,360,2014-11-04T13:14:47-0800,4746267242," (Queen Anne, SPU)",Room in Queen Anne 2 Bedroom-Nov. 16th-2 WEEKS FREE,"47.646720, -122.361939",1,2014-11-10T14:07:03-0800,47.64672,4,98119
1050,/see/apa/4747546145.html,-122.323937,1,10-Nov,52,350,2014-11-05T10:30:57-0800,4747546145," (UW, Wallingford, Fremont, Seattle)",PRE-Blue Friday Savings! $100 deposit & only $12 App Fees! Now-Fri! ,"47.661420, -122.323937",0.5,2014-11-10T12:25:45-0800,47.66142,5,98105
1050,/see/apa/4747539953.html,-122.3022,1,10-Nov,50,350,2014-11-05T10:27:42-0800,4747539953," (UW, Wallingford, Fremont, Seattle)",THIS WEEK ONLY! Reduced from $1100 to $1050!! HURRY! ,"47.663300, -122.302200",0.5,2014-11-10T14:36:58-0800,47.6633,6,98105
1170,/see/apa/4755522824.html,-122.344809,1,10-Nov,4,326,2014-11-10T14:51:00-0800,4755522824,,Move In Today To This Charming Studio,"47.614918, -122.344809",0.5,2014-11-10T14:51:00-0800,47.614918,10,98121
1050,/see/apa/4746326550.html,-122.3022,1,10-Nov,50,325,2014-11-04T13:49:38-0800,4746326550," (UW, Wallingford, Fremont, Seattle)",THIS WEEK ONLY! Reduced from $1100 to $1050!! HURRY! ,"47.663300, -122.302200",0.5,2014-11-10T12:25:51-0800,47.6633,6,98105
1160,/see/apa/4755310943.html,-122.35184,1,10-Nov,4,311,2014-11-10T12:44:27-0800,4755310943,,Cozy studio with great price!,"47.639272, -122.351840",0.5,2014-11-10T12:44:27-0800,47.639272,10,98109
1250,/see/apa/4755772400.html,-122.344809,1,10-Nov,4,305,2014-11-10T17:55:55-0800,4755772400,,Awesome studio with high end finishes!,"47.614918, -122.344809",0.5,2014-11-10T17:56:29-0800,47.614918,12,98121
995,/see/apa/4740515230.html,-122.322151,1,10-Nov,26,299,2014-10-31T13:42:57-0700,4740515230, (First Hill),Charming Studio Condo for Lease! Fantastic Location,"47.604734, -122.322151",1,2014-11-10T15:30:00-0800,47.604734,14,98104
1075,/see/apa/4745049395.html,-122.353063,1,10-Nov,22,253,2014-11-03T17:35:33-0800,4745049395, (Queen Anne),"Beautiful Classic Victorian Studio VIEWS! Hardwoods, Gas, Top Floor","47.625835, -122.353063",1,2014-11-10T18:21:20-0800,47.625835,7,98109
600,/see/apa/4756033776.html,-122.314536,1,10-Nov,2,192,2014-11-10T23:45:18-0800,4756033776, (Beacon Hill),Convenient and cozy apartment for rent,"47.580726, -122.314536",0.5,2014-11-10T23:45:18-0800,47.580726,5,98144
775,/see/apa/4746414876.html,-122.305348,1,10-Nov,26,185,2014-11-04T14:44:36-0800,4746414876, (Seattle),Micro-Studios available now! Utilities included!,"47.663114, -122.305348",0.5,2014-11-10T11:41:05-0800,47.663114,2,98105
775,/see/apa/4728283111.html,-122.305534,1,10-Nov,7,185,2014-10-23T10:49:20-0700,4728283111, (seattle),New micro-studios in the U-District! Utilities included!,"47.663812, -122.305534",0.5,2014-11-10T11:41:14-0800,47.663812,3,98105
775,/see/apa/4749319570.html,-122.305351,1,10-Nov,5,180,2014-11-06T12:21:08-0800,4749319570," (Seattle, UW, U-District)",Summer Studios for lease June through August 2015!,"47.663160, -122.305351",1,2014-11-10T11:41:21-0800,47.66316,0,98105
3500,/see/apa/4756724964.html,-122.282467,2,11-Nov,46,3600,2014-11-11T10:57:47-0800,4756724964, (Madrona),****Lake Wa VIEW****MADRONA 3+ BR 2 BA Home**** HUGE View Location,"47.609982, -122.282467",3,2014-11-11T10:57:47-0800,47.609982,17,98122
